Step,IS_EMA,FID_EMA
100000,9.132397651672363,4.643193636563126
200000,9.25859260559082,3.783549707630584
300000,9.38359260559082,3.519281645098772
400000,9.44933032989502,3.5492946321535896
400000,10.018475532531738,18.042801097908807
